Glottocode	Verb_final	Free_word_order	Nominal_case	Family_ID
nucl1327	1	1	0	limi1242
pang1287	0	0	0	atla1278
rade1240	0	0	0	aust1307
shwe1236	0	0	0	aust1305
sout2976	0	0	1	utoa1244
stan1318	0	0	1	afro1255
tomm1242	1	1	1	dogo1299
urak1238	0	0	0	aust1307
whit1269	0	0	0	aust1307
axiy1235	1	0	0	sino1245
ayac1239	1	0	1	quec1387
belh1239	1	1	1	sino1245
boht1238	1	1	0	afro1255
boly1239	0	0	0	aust1305
chiq1248	0	0	0	chiq1253
chra1242	0	0	0	aust1305
coat1243	0	1	0	otom1299
dumi1241	1	0	1	sino1245
egyp1253	0	1	0	afro1255
gogo1265	1	1	0	suki1244
ingu1240	1	0	1	nakh1245
kaba1281	0	0	0	cent2225
melp1238	1	1	1	nucl1709
mopa1243	0	0	0	maya1287
qima1242	1	0	1	afro1255
rata1244	0	1	1	aust1307
siee1239	0	0	0	aust1307
sout2869	0	0	0	aust1307
sout2985	0	1	1	miwo1274
timn1235	0	1	0	atla1278
adon1237	0	0	0	aust1307
arom1237	0	0	1	indo1319
awar1249	1	0	0	lowe1437
baro1253	0	0	0	aust1307
even1260	0	1	1	tung1282
bull1247	0	1	0	atla1278
ghod1238	1	1	1	nakh1245
hava1248	1	0	1	coch1271
honi1244	1	0	1	sino1245
iumi1238	0	0	0	hmon1336
kalm1243	1	1	1	mong1349
kryt1240	1	0	1	nakh1245
lika1243	0	0	0	atla1278
lugb1240	0	0	1	cent2225
mehe1243	1	1	0	sepi1257
ngab1239	1	0	1	chib1249
sanb1242	1	0	0	chib1249
tabo1241	1	0	0	NA
teri1250	1	0	0	chib1249
ulwa1239	1	0	0	misu1242
umbu1258	1	1	1	nucl1709
vunj1238	0	0	0	atla1278
wola1253	1	0	1	afro1255
achi1256	0	0	0	maya1287
arop1242	0	0	0	aust1307
chin1286	0	1	0	chin1490
dadi1250	1	0	1	tebe1251
dupa1235	0	0	1	aust1307
east2556	0	1	0	otom1299
embe1260	1	0	1	choc1280
fina1242	0	0	1	aust1307
gant1244	1	0	0	nucl1709
garo1247	1	0	1	sino1245
huaa1248	0	0	0	tuuu1241
hula1239	1	1	1	aust1307
kala1384	0	0	0	atla1278
karo1304	0	1	0	NA
lagw1237	0	0	0	afro1255
lele1276	0	1	0	afro1255
leme1238	0	0	0	aust1307
lowl1265	1	0	0	utoa1244
mina1268	0	1	0	aust1307
niha1238	1	1	1	NA
qawa1238	1	0	0	kawe1237
tsis1238	0	0	0	atla1278
ulch1241	1	1	1	tung1282
ward1246	0	1	1	yang1287
west2615	1	1	0	atha1245
wudi1238	0	0	1	sino1245
yona1241	1	1	1	japo1237
zaca1241	0	0	0	utoa1244
amap1240	1	1	0	left1242
bira1253	1	0	0	NA
brib1243	1	0	1	chib1249
chep1245	1	0	1	sino1245
isna1241	0	0	0	aust1307
kolu1245	1	1	0	aust1307
kute1248	0	0	0	atla1278
maan1238	0	1	0	aust1307
maco1239	1	1	1	sali1297
maja1242	0	0	0	surm1244
mala1463	1	1	1	drav1251
moch1257	0	0	0	maya1287
nhan1238	0	1	1	pama1250
nort3139	0	1	0	afro1255
pima1248	1	0	1	utoa1244
rapa1244	0	0	0	aust1307
rotu1241	0	0	0	aust1307
sana1295	0	0	0	afro1255
tong1308	0	1	0	aust1305
tulu1258	1	1	1	drav1251
west2548	0	1	0	aust1307
xava1240	1	0	0	nucl1710
yapu1240	0	0	0	nucl1708
zaba1237	0	0	0	aust1307
anuf1239	0	0	0	atla1278
awad1244	1	0	0	aust1307
bord1248	1	0	0	chib1249
cent2004	0	0	0	sino1245
indo1316	0	0	0	aust1307
ewee1241	0	0	0	atla1278
hixk1239	0	0	0	cari1283
hote1245	0	0	0	aust1307
jeha1242	0	0	0	aust1305
kweg1241	0	1	0	surm1244
loka1252	0	0	0	atla1278
mban1263	0	0	0	atla1278
misk1235	1	0	1	misu1242
nang1262	0	1	0	aust1307
nisg1240	0	0	0	tsim1258
payn1244	1	1	1	nucl1709
pina1252	1	0	1	piaw1238
saaa1241	0	0	0	aust1307
sang1331	0	0	0	atla1278
shee1238	0	0	0	hmon1336
sier1250	0	1	0	otom1299
siks1238	0	1	0	algi1248
tezo1238	0	0	0	otom1299
tswa1255	0	0	0	atla1278
yaqu1251	1	0	1	utoa1244
zani1235	0	0	0	otom1299
agut1237	0	1	0	aust1307
arop1243	0	0	1	aust1307
awet1244	0	1	0	tupi1275
bahi1252	1	1	1	sino1245
dand1238	1	0	1	drav1251
fran1266	0	0	1	mixe1284
hang1263	1	1	0	nduu1242
jina1244	0	0	0	afro1255
kurr1243	0	1	1	pama1250
mono1275	1	0	1	utoa1244
mudu1239	1	1	1	drav1251
mund1330	1	0	0	tupi1275
nucl1458	1	0	0	monu1249
pemo1248	1	0	1	cari1283
rovi1238	0	0	0	aust1307
sgaw1245	0	1	0	sino1245
sout2730	0	0	0	sino1245
sout3236	0	1	1	gumu1250
taga1272	0	1	1	aust1307
tari1256	0	1	1	araw1281
taya1257	0	0	1	afro1255
tote1238	0	1	0	atla1278
west2632	0	1	0	kere1287
atam1240	0	1	0	aust1307
aulu1238	0	0	0	aust1307
bawm1236	1	1	0	sino1245
cent2142	0	1	1	ayma1253
gumu1244	0	1	1	gumu1250
hupd1244	1	0	1	nada1235
kali1308	0	1	0	sali1255
kara1487	0	0	1	aust1307
kari1311	0	0	0	tupi1275
kiku1240	0	0	0	atla1278
kwin1241	0	1	0	worr1236
loth1237	1	0	1	sino1245
mali1285	0	0	0	otom1299
mara1382	1	1	1	sino1245
mini1256	1	0	1	huit1251
motu1246	1	1	0	aust1307
negi1245	1	1	1	tung1282
nsen1242	0	1	0	atla1278
nuuu1241	0	0	0	tuuu1241
nyam1285	0	0	0	afro1255
ofay1240	1	0	0	nucl1710
orow1242	0	0	0	aust1307
sant1436	0	0	0	otom1299
sant1451	0	1	0	otom1299
teda1241	1	0	1	saha1256
tuki1240	0	1	0	atla1278
yakk1236	1	1	1	sino1245
yong1270	1	0	0	sino1245
akha1245	1	0	0	sino1245
auuu1241	0	0	0	nucl1708
baba1266	0	0	0	atla1278
bamu1253	0	0	0	atla1278
blan1242	0	0	0	aust1305
buru1296	1	0	1	NA
cent2150	1	0	1	chib1249
cham1309	1	1	1	nakh1245
damp1237	0	1	0	aust1307
embe1262	1	0	1	choc1280
isir1237	1	0	1	kwer1242
jurm1239	0	0	0	cent2225
kwaz1243	0	0	1	NA
lend1245	0	0	0	cent2225
maka1304	0	0	0	atla1278
meta1238	0	0	0	atla1278
nort2774	0	0	0	atla1278
nucl1706	0	1	1	afro1255
nupe1254	0	0	0	atla1278
remb1250	0	0	0	aust1307
sout2918	0	0	0	aust1307
tang1347	0	0	0	aust1307
tiko1237	0	0	0	aust1307
yare1248	1	0	0	yare1250
adze1240	0	0	0	aust1307
ghom1257	1	1	0	afro1255
kare1338	0	0	0	atla1278
makh1266	0	1	0	atla1278
mang1378	0	0	0	aust1305
musa1266	1	1	1	nucl1709
nuer1246	0	1	0	nilo1247
samb1311	0	0	0	atla1278
sout2895	0	0	0	aust1307
tenn1246	0	1	1	surm1244
tusc1257	1	1	0	iroq1247
aree1239	1	0	0	aust1307
awac1239	1	0	0	barb1265
bekw1241	0	0	0	atla1278
bili1260	0	1	1	afro1255
bugl1243	1	0	0	chib1249
coeu1236	0	1	0	sali1255
dyul1238	1	1	0	mand1469
epen1239	1	0	1	choc1280
gapa1238	1	1	0	aust1307
guan1269	1	0	1	tuca1253
karb1241	1	1	0	sino1245
ling1265	0	0	0	aust1307
mala1522	1	0	1	chib1249
mask1242	0	0	0	aust1307
mbar1260	0	0	0	afro1255
muru1266	0	1	1	pama1250
mwan1247	0	1	0	atla1278
obok1239	1	0	1	lake1255
para1302	0	1	1	sino1245
urni1239	1	1	0	giim1238
wand1267	0	0	0	aust1307
west2397	0	1	0	aust1305
arhu1242	1	0	1	chib1249
dawr1236	1	0	1	gong1255
emae1237	0	0	0	aust1307
gata1239	1	0	1	aust1305
jara1266	0	0	0	aust1307
kips1239	0	0	1	nilo1247
kola1285	0	1	0	aust1307
mund1320	1	1	0	aust1305
nand1266	0	1	1	nilo1247
ngam1268	0	0	0	cent2225
noku1237	0	0	0	aust1307
omie1241	1	1	1	koia1260
onto1237	0	1	0	aust1307
pana1307	0	0	1	nucl1710
pawn1254	0	1	0	cadd1255
yidi1250	1	1	1	pama1250
yulp1239	1	1	1	pama1250
zuni1245	1	0	1	NA
apur1254	1	0	0	araw1281
cald1236	1	1	1	quec1387
koir1240	1	0	1	sino1245
kuku1280	1	1	1	pama1250
lamb1269	1	0	1	indo1319
romb1245	0	0	1	aust1307
sant1410	1	1	0	aust1305
sara1321	0	0	0	cent2225
tata1257	0	0	1	aust1307
toto1302	1	0	1	sino1245
yaey1239	1	0	0	japo1237
alac1244	0	0	0	otom1299
caro1242	0	0	1	aust1307
esim1238	0	0	0	atla1278
gulf1241	0	1	0	afro1255
laal1242	0	0	0	NA
labu1248	0	0	0	aust1307
male1289	0	0	0	aust1307
mang1394	0	0	0	cent2225
matb1237	0	0	0	aust1307
ngaa1240	1	0	1	pama1250
psik1239	0	1	0	afro1255
puka1242	0	0	0	aust1307
tane1237	0	0	0	aust1307
ticu1245	0	0	0	ticu1244
amah1246	1	0	1	pano1259
avac1239	1	1	1	tupi1275
bala1311	0	1	0	aust1307
bitt1240	0	0	0	aust1305
biwa1243	1	0	1	yuat1252
iyoo1238	1	0	0	nucl1709
khin1240	1	0	1	nakh1245
koon1244	0	0	0	atla1278
kuma1280	1	1	0	nucl1709
lega1249	0	0	0	atla1278
mala1479	0	0	0	aust1307
maya1285	1	0	0	misu1242
nort2957	0	0	0	utoa1244
nyak1260	0	1	0	atla1278
pagu1249	1	1	0	nort2923
timu1262	0	0	0	aust1307
yuqu1240	1	0	0	tupi1275
baki1244	0	0	0	aust1307
bala1316	0	0	0	aust1307
barg1252	1	1	0	nucl1709
lahu1252	1	0	0	sino1245
madn1237	1	0	1	east2374
mars1254	0	0	0	aust1307
ping1243	0	0	0	aust1307
sanj1284	0	1	0	otom1299
sapu1248	0	0	0	aust1305
tera1251	0	0	0	afro1255
wash1253	1	0	0	NA
amis1246	0	0	1	aust1307
azha1235	1	0	0	sino1245
bang1354	0	0	0	atla1278
bang1369	1	1	0	sino1245
boka1249	1	0	1	sino1245
brah1256	1	0	1	drav1251
caac1237	0	0	0	aust1307
cavi1250	0	1	1	pano1259
ekar1243	1	0	0	nucl1709
geda1237	1	0	0	aust1307
huba1236	0	0	0	afro1255
long1395	0	1	0	aust1307
mari1424	1	0	1	west2434
nusu1239	1	0	0	sino1245
nuuc1236	0	1	0	waka1280
taia1239	1	1	1	NA
tari1263	0	1	0	afro1255
viem1243	1	0	0	atla1278
west2600	0	0	0	nort2923
west2650	0	0	0	aust1307
wuvu1239	0	1	0	aust1307
bina1277	1	0	1	nucl1709
bong1289	0	1	0	aust1307
chhi1245	1	1	1	sino1245
chic1270	1	1	1	musk1252
gola1255	0	0	0	atla1278
jaqa1244	0	1	1	ayma1253
juan1238	1	1	1	aust1305
kele1258	0	0	0	aust1307
bomk1234	0	1	0	atla1278
lala1264	0	0	0	atla1278
lund1266	0	0	0	atla1278
manm1238	0	0	0	aust1305
sanu1240	1	0	1	yano1268
sasa1249	0	0	0	aust1307
tang1373	1	0	1	sino1245
taus1253	0	0	0	NA
wala1266	0	0	0	aust1307
waor1240	0	0	0	NA
woun1238	1	0	1	choc1280
xokl1240	1	0	1	nucl1710
bayb1234	0	1	0	aust1307
char1269	1	0	0	gong1255
glav1244	0	1	0	afro1255
hooo1248	1	1	0	aust1305
kani1286	1	1	1	nucl1709
kara1482	0	0	0	cent2225
lele1267	0	0	0	aust1307
rikb1245	1	0	1	nucl1710
teop1238	0	1	0	aust1307
west2763	0	1	0	afro1255
yulu1243	0	0	1	cent2225
amar1272	0	0	0	aust1307
araw1273	1	1	0	tupi1275
arch1244	1	0	1	nakh1245
baka1272	0	0	0	atla1278
gand1255	0	0	0	atla1278
kava1241	0	1	0	aust1307
keig1242	0	0	0	kadu1256
morm1235	0	0	0	aust1307
pamo1252	0	1	0	aust1307
bura1292	0	0	0	afro1255
east2485	0	1	0	aust1307
east2690	0	1	0	afro1255
kana1286	1	0	0	aust1307
mika1239	1	1	1	musk1252
ngba1284	0	0	0	atla1278
nots1237	0	0	0	aust1307
peer1241	0	0	0	atla1278
rere1240	0	0	0	aust1307
sanb1241	0	0	0	otom1299
shua1257	1	0	1	jiva1245
tean1237	0	0	0	aust1307
darg1241	1	1	1	nakh1245
enap1235	0	1	1	cari1283
jahh1242	0	1	0	aust1305
nyis1236	1	1	1	sino1245
pare1266	1	1	0	aust1305
temo1245	0	0	0	otom1299
trin1274	0	0	0	araw1281
vano1237	0	0	0	aust1307
zhab1238	0	0	0	sino1245
awji1241	0	1	0	afro1255
ilon1239	0	0	0	aust1307
rama1270	1	0	1	chib1249
saaa1240	0	0	0	aust1307
sapo1253	0	0	0	aust1307
sier1248	0	0	0	utoa1244
sora1254	1	0	0	aust1305
tamb1254	0	1	0	aust1307
wole1240	0	0	0	aust1307
beem1239	0	0	0	atla1278
bolo1262	0	0	0	atla1278
colo1256	1	0	1	barb1265
fass1245	1	0	1	baib1250
filo1235	0	0	0	toto1251
hehe1240	0	0	0	atla1278
holo1240	0	0	0	atla1278
idom1241	0	0	0	atla1278
lusi1240	0	0	0	aust1307
misi1243	1	1	0	aust1307
pare1272	0	1	0	araw1281
pech1241	1	0	1	chib1249
zapa1253	0	0	0	zapa1251
bara1370	0	1	0	aust1307
cham1315	0	1	0	zamu1243
gale1259	1	1	0	nort2923
kina1250	0	0	0	aust1307
koka1244	1	0	1	pama1250
lama1288	0	0	0	afro1255
lihi1237	0	0	1	aust1307
vinm1237	0	0	0	aust1307
yako1252	0	0	0	atla1278
abee1242	0	0	0	atla1278
arig1246	0	0	0	atla1278
hass1238	0	0	0	afro1255
hung1275	0	1	0	aust1305
karn1252	0	0	0	aust1307
miri1266	0	1	0	jarr1235
nort2951	1	0	1	maid1262
pate1247	0	0	0	aust1307
aros1241	0	0	0	aust1307
bilb1241	0	0	1	aust1307
cogu1240	1	0	1	chib1249
mamb1296	0	0	0	atla1278
mort1237	0	0	0	aust1307
sanm1301	0	0	0	otom1299
tina1248	0	1	0	aust1307
toll1241	1	0	1	jica1245
wadj1254	0	1	1	NA
asut1235	0	0	0	atla1278
baga1272	0	0	0	atla1278
elem1253	0	0	0	atla1278
gaan1243	0	1	0	afro1255
ibib1240	0	0	0	atla1278
kulo1237	0	1	0	aust1307
midd1327	0	0	0	aust1307
sang1321	1	0	1	sino1245
sata1237	0	0	0	aust1307
yaka1272	0	0	0	atla1278
cabe1245	1	0	1	chib1249
chey1247	0	1	0	algi1248
cori1240	0	0	0	atla1278
jehh1245	0	1	0	aust1305
lamb1273	0	1	0	aust1307
mouk1239	0	0	0	aust1307
neha1247	0	1	0	aust1307
reye1240	0	1	0	pano1259
saki1248	1	0	0	tupi1275
uuuu1243	0	0	0	aust1305
awtu1239	1	1	1	sepi1257
baba1268	0	0	0	aust1307
bidy1244	0	0	0	atla1278
cent2100	0	0	0	aust1307
kaki1249	1	0	1	NA
baka1274	0	0	0	cent2225
biat1246	0	1	0	aust1307
budu1265	0	0	0	afro1255
cofa1242	1	0	1	NA
land1256	0	0	0	atla1278
lozi1239	0	0	0	atla1278
mand1436	1	0	0	mand1469
mbaa1245	0	0	0	atla1278
niue1239	0	0	0	aust1307
rung1259	0	1	0	aust1307
waro1242	0	0	0	aust1307
yaoo1241	0	0	0	atla1278
ango1257	1	0	1	chib1249
araw1276	0	1	0	araw1281
awar1248	1	0	1	nucl1709
chim1309	0	0	1	chib1249
luch1239	0	0	0	atla1278
mamv1243	0	0	0	cent2225
nige1253	0	0	0	atla1278
taga1273	0	1	0	aust1307
yama1264	0	0	1	NA
keme1240	0	0	0	atla1278
komo1260	0	0	0	atla1278
lamo1244	0	0	0	aust1307
mwan1250	1	0	0	mand1469
nort2775	0	0	0	atla1278
nzak1246	0	0	0	atla1278
remo1247	0	0	0	aust1307
sela1260	0	1	0	aust1307
toma1245	1	0	0	mand1469
uduk1239	0	1	1	koma1264
bamb1270	0	0	0	aust1307
bila1255	0	0	0	atla1278
buhu1237	1	0	0	aust1307
east2332	0	0	0	aust1305
gbay1288	0	0	0	kres1240
libi1244	0	0	0	atla1278
mafe1237	0	0	0	aust1307
matu1259	0	1	0	atla1278
nucl1347	0	0	0	atla1278
pang1291	0	1	0	aust1307
pula1262	0	0	0	atla1278
siam1242	1	0	0	NA
siyi1240	0	1	1	sino1245
waga1260	0	0	1	pama1250
wikm1247	0	0	1	pama1250
isth1241	0	0	0	utoa1244
kork1243	1	1	1	aust1305
maas1239	0	0	0	atla1278
raut1239	1	0	1	sino1245
ugon1239	1	0	0	sino1245
zulg1242	0	0	0	afro1255
kark1258	1	1	1	pauw1244
kute1249	0	1	0	NA
naxi1245	1	0	0	sino1245
nucl1595	1	0	1	kwer1242
pano1254	1	0	1	pano1259
wanm1242	0	0	1	pama1250
bugh1239	0	1	0	aust1307
cayu1262	0	1	0	NA
guro1248	1	0	0	mand1469
luse1252	1	0	0	atla1278
ncan1245	0	0	0	atla1278
pamb1243	0	0	1	atla1278
ware1255	0	0	0	araw1281
ajas1235	0	0	0	kres1240
avat1244	0	0	0	atla1278
pint1250	0	1	1	pama1250
pula1263	0	0	0	atla1278
sobe1238	0	1	0	aust1307
yaou1238	1	0	0	mand1469
atay1247	0	0	0	aust1307
gebe1237	0	0	0	aust1307
kimm1246	0	0	0	atla1278
peri1253	1	0	1	mong1349
vwan1235	0	0	1	atla1278
yora1241	1	1	1	pano1259
alba1269	0	1	1	aust1307
bara1361	0	0	1	atla1278
gura1251	1	1	0	indo1319
kele1255	0	0	0	atla1278
mara1404	0	1	0	aust1307
nort2847	0	0	0	aust1307
papa1238	0	0	0	toto1251
sele1249	0	0	0	atla1278
west2624	0	1	0	utoa1244
bang1363	0	0	0	NA
furu1242	0	0	0	cent2225
guam1248	1	0	1	barb1265
guat1253	0	0	0	NA
nati1244	0	0	0	aust1307
ndun1249	0	0	0	atla1278
soni1259	1	0	0	mand1469
tawa1286	0	1	0	afro1255
telu1262	1	1	1	drav1251
temp1235	0	0	0	aust1307
waim1253	1	0	0	cari1283
apma1241	1	0	0	kera1258
fait1240	1	1	0	nucl1709
heil1246	0	0	1	waka1280
lame1260	0	0	0	aust1307
maru1252	1	1	1	pano1259
tien1242	0	0	0	atla1278
tuge1241	0	1	1	nilo1247
bare1279	0	1	1	afro1255
buna1276	1	1	0	aust1307
mang1404	0	1	0	aust1307
moii1235	0	0	0	west1493
sini1242	1	0	0	mand1469
acha1250	0	0	1	araw1281
cams1241	0	1	0	NA
dibo1245	0	0	0	atla1278
keng1240	0	0	0	cent2225
mann1248	1	0	0	mand1469
mong1338	0	0	0	atla1278
sout2859	0	0	0	aust1307
wann1242	1	0	0	mand1469
biaf1240	0	1	0	atla1278
esan1238	0	0	0	atla1278
laiy1246	0	1	0	aust1307
siaw1243	1	1	1	amto1249
akei1237	0	0	0	aust1307
lave1249	0	0	0	aust1305
mala1534	0	0	0	aust1307
siri1274	1	0	1	tuca1253
wara1300	0	0	1	aust1307
beja1238	1	1	1	afro1255
ngom1268	0	0	0	atla1278
saya1246	0	0	0	afro1255
teng1272	0	1	0	aust1307
ache1245	0	0	0	narr1279
aeky1238	1	0	1	kamu1264
birr1240	1	0	0	cent2225
fipa1238	0	1	0	atla1278
kaon1241	0	1	0	atla1278
nama1268	0	1	0	aust1307
nuku1260	0	1	1	aust1307
bert1248	0	1	1	NA
bomb1262	0	0	0	atla1278
monz1249	0	0	0	atla1278
tora1259	1	0	0	aust1307
tere1279	0	0	0	araw1281
maba1270	0	0	0	atla1278
musg1254	0	1	0	afro1255
noma1260	0	1	0	atla1278
sham1280	0	0	0	atla1278
balo1261	0	0	0	atla1278
bare1276	0	0	0	araw1281
buol1237	0	0	1	aust1307
mbug1242	0	0	0	atla1278
iqui1243	0	1	0	zapa1251
nort2724	0	0	0	sino1245
sout2896	0	0	0	aust1307
uppe1427	0	0	0	aust1307
basa1282	0	0	0	atla1278
eton1253	0	0	0	atla1278
mele1250	0	0	0	aust1307
tagw1240	1	0	0	atla1278
weda1241	1	1	0	aust1307
limo1248	0	0	1	aust1307
yane1238	0	1	0	araw1281
kuii1252	1	1	1	drav1251
jede1239	0	0	1	aust1305
rian1263	1	0	0	kolo1268
cong1236	0	0	0	atla1278
kren1239	1	0	0	nucl1710
mono1273	1	0	0	aust1307
pali1279	0	0	1	araw1281
suba1238	0	1	0	atla1278
wyan1247	0	1	0	iroq1247
tivv1240	0	0	0	atla1278
east2694	0	0	1	aust1307
yaka1269	0	0	0	atla1278
anfi1235	1	0	0	gong1255
binu1244	0	1	0	aust1307
nalc1240	1	1	0	nucl1709
djeo1235	1	0	0	nucl1710
iama1237	1	1	0	aust1307
tago1246	1	0	0	rash1249
west2555	0	0	0	aust1307
moro1287	0	1	0	aust1307
naru1238	1	0	1	pama1250
yukp1241	1	0	0	cari1283
iwam1256	1	0	0	sepi1257
moro1289	1	1	1	NA
osam1235	0	0	0	atla1278
temb1272	0	0	0	atla1278
ahin1234	0	0	0	aust1307
bamb1269	1	0	0	mand1469
labu1249	0	0	1	aust1307
bata1293	0	1	0	aust1307
wamb1258	0	1	1	mirn1241
aito1238	0	0	0	taik1256
bamw1238	0	0	0	atla1278
nias1242	0	0	1	aust1307
bilu1245	0	1	0	NA
bong1284	0	0	0	atla1278
buru1303	0	0	0	aust1307
mali1284	0	0	0	bain1263
okoe1238	0	0	0	atla1278
suku1272	0	1	0	afro1255
tiwi1244	0	1	0	NA
west2599	1	0	0	nucl1709
yeyi1239	0	1	0	atla1278
amha1245	1	1	1	afro1255
curr1243	0	1	0	araw1281
guar1293	0	1	0	araw1281
phak1238	0	0	0	taik1256
sele1250	1	0	0	nucl1709
suab1238	0	1	0	inan1242
taga1270	0	1	1	aust1307
thai1261	0	0	0	taik1256
tilu1238	1	1	1	sino1245
yong1276	0	0	0	taik1256
abui1241	1	0	0	timo1261
bekw1242	0	0	0	atla1278
biak1248	0	0	0	aust1307
mian1256	1	1	0	nucl1709
seng1281	0	0	0	aust1307
usan1239	1	0	0	nucl1709
yima1243	0	1	0	lowe1437
bamb1262	1	0	1	maoo1243
goon1238	1	1	1	buna1274
hinu1240	1	1	1	nakh1245
hlai1239	0	0	0	taik1256
kara1499	1	0	1	west2604
kris1246	1	0	0	skoo1245
laoo1244	0	0	0	taik1256
liki1240	0	0	0	atla1278
meri1244	1	0	1	east2503
muna1247	0	1	0	aust1307
ngge1241	1	1	1	nucl1709
paun1241	0	1	0	araw1281
puyu1239	0	0	1	aust1307
qaua1234	0	0	0	taik1256
tele1256	1	0	0	nucl1709
thay1249	0	1	1	pama1250
tsou1248	0	0	1	aust1307
uman1240	1	0	0	daga1274
alam1246	0	1	1	sepi1257
kala1377	1	0	1	pama1250
kurt1248	1	0	1	sino1245
loba1239	0	0	0	atla1278
meng1267	0	0	0	aust1307
siro1249	1	0	0	nucl1709
warl1254	0	1	1	pama1250
lito1235	0	0	0	atla1278
murr1258	1	1	0	sout2772
ocot1244	0	0	0	otom1299
buna1278	0	0	0	timo1261
hata1243	0	0	0	hata1242
kalu1248	1	0	0	bosa1245
kaya1319	0	1	1	tang1340
kobo1249	1	0	0	nucl1709
kora1294	1	1	0	nucl1709
koro1312	1	0	0	nucl1709
mach1267	0	1	0	araw1281
meny1245	1	0	1	anga1289
meya1236	0	0	0	east1459
midd1357	1	1	1	pama1250
noma1263	0	1	0	araw1281
nort2795	0	0	0	atla1278
sout2741	0	0	0	taik1256
tagi1241	1	0	1	sino1245
tawa1275	1	0	0	aust1307
tido1248	0	0	0	nort2923
bouy1240	0	0	0	taik1256
chig1238	0	0	0	atla1278
gras1249	1	0	0	koia1260
ngan1295	0	1	1	gunw1250
warl1256	1	1	1	pama1250
yabe1254	0	0	0	aust1307
asoa1238	0	0	0	cent2225
bard1255	0	1	1	nyul1248
gang1267	0	1	1	tang1340
gara1269	0	1	1	garr1260
ilok1237	0	0	1	aust1307
kama1367	1	0	0	nucl1708
kamo1255	1	0	0	nucl1709
kolp1236	0	0	0	NA
lard1243	0	1	1	tang1340
maon1241	0	0	0	taik1256
mara1385	0	1	1	mang1423
puoc1238	0	1	0	aust1305
suen1241	1	0	0	nucl1709
tauy1241	1	0	1	nucl1709
wamb1259	1	0	0	nucl1709
bauz1241	1	1	1	geel1240
dard1243	0	0	0	daju1249
dera1245	1	1	1	sena1264
east2379	1	0	1	pama1250
gizr1240	1	1	1	east2503
yaga1260	1	1	0	nucl1709
idaa1241	0	0	0	aust1307
nyaw1247	1	1	1	pama1250
pras1239	1	0	1	indo1319
rita1239	0	1	1	pama1250
siwa1245	1	0	1	sout2948
tafi1243	0	0	0	atla1278
taki1248	1	0	0	aust1307
aram1253	1	1	0	more1255
bela1260	0	0	0	aust1307
east2563	0	0	0	aust1307
kana1288	1	0	0	daga1274
kima1246	1	0	0	kolo1268
mauw1238	1	0	0	nucl1709
sulk1246	0	0	0	NA
yess1239	1	0	0	sepi1257
ambu1247	0	1	0	nduu1242
anem1249	0	0	0	NA
asha1243	0	1	0	araw1281
chac1249	1	0	1	barb1265
djam1256	1	1	1	pama1250
duna1248	1	0	0	NA
haus1257	0	0	0	afro1255
igna1246	0	1	0	araw1281
imon1245	1	1	0	bord1247
kelo1247	1	1	0	timo1261
nucl1460	0	0	0	aust1307
orya1242	0	1	0	toro1256
yine1238	0	1	0	araw1281
aben1249	0	0	1	aust1307
buki1249	0	0	0	nucl1708
kima1244	0	0	1	aust1307
loma1260	1	0	0	mand1469
muss1246	0	1	0	aust1307
nort2994	0	0	0	aust1307
tain1253	1	0	1	anga1289
nort2699	1	1	1	drav1251
plat1254	0	0	1	aust1307
rawa1267	1	0	0	nucl1709
sout2949	0	1	0	kiwa1251
abau1245	1	0	1	sepi1257
bine1240	1	1	0	east2503
goli1247	1	0	0	nucl1709
band1340	0	0	0	atla1278
bura1267	1	1	0	mani1293
mend1268	1	1	0	sepi1257
siar1238	0	0	0	aust1307
siwu1238	0	0	0	atla1278
unea1237	0	1	0	aust1307
nugu1242	0	0	0	atla1278
wapi1253	0	0	0	araw1281
wask1241	1	0	0	nucl1709
waur1244	0	1	1	araw1281
bani1255	0	1	1	araw1281
jjuu1238	0	0	0	atla1278
nami1256	1	0	0	sepi1257
salt1242	1	0	0	nucl1709
sout2826	0	0	0	krua1234
unaa1239	1	0	0	nucl1709
cebu1242	0	0	0	aust1307
nucl1594	1	1	0	mair1253
resi1247	1	0	0	araw1281
west2564	0	0	0	aust1307
benc1235	1	0	1	gong1255
hala1252	0	0	0	aust1305
naba1256	1	0	0	nucl1709
sooo1256	0	0	0	kuli1252
tega1236	1	0	0	rash1249
chim1312	0	1	0	atla1278
gari1256	0	1	1	araw1281
gaaa1245	0	0	0	atla1278
gala1264	0	0	0	afro1255
maia1253	1	0	0	nucl1709
bolg1251	0	0	0	atla1278
defa1248	1	0	1	ijoi1239
ndom1245	1	0	0	kolo1268
kair1263	1	0	0	aust1307
bann1247	0	1	0	aust1307
sisi1250	0	0	0	aust1307
giiw1236	0	0	0	afro1255
lafo1243	0	0	0	NA
geru1240	0	0	0	afro1255
kaur1271	1	0	0	kaur1274
tere1278	1	0	1	sout2948
yawa1261	0	0	0	araw1281
dizi1235	1	0	1	dizo1235
maqu1238	1	0	0	cari1283
qaqe1238	0	0	0	bain1263
cham1318	0	1	0	araw1281
mera1242	0	0	0	aust1307
obom1235	0	0	0	aust1307
naas1242	1	0	1	sout2948
beel1236	0	0	0	afro1255
ramo1244	0	0	0	aust1307
